no,title,author,category,format,access_type,pages,file_size,description,isbn,year,publisher,cover_image,file_url,tags,total_copies,available_copies,is_featured,is_popular,is_new
40,muslim mencari rezeki,Terang Literasi,Edukasi,PDF,Akses Terbuka,,,"Buku muslim mencari rezeki adalah buku dengan kategori Edukasi. Buku ini ditulis oleh Terang Literasi. Buku ini dapat diunduh, dibaca dan didiskusikan bersama di Terang Literasi.",,2026,Terang Literasi,https://drive.google.com/uc?export=download&id=1DabM5cCUyMjNGAbNSexZZTB4tMgIFyqE,https://drive.google.com/uc?export=download&id=1seVFFuExRUVQXOURsKXlWBPuPnNaY7aY,,1,1,FALSE,FALSE,TRUE
41,Perintah Shalat Ketika Isra’ Mi’raj,Terang Literasi,Edukasi,PDF,Akses Terbuka,,,"Buku Perintah Shalat Ketika Isra’ Mi’raj adalah buku dengan kategori Edukasi. Buku ini ditulis oleh Terang Literasi. Buku ini dapat diunduh, dibaca dan didiskusikan bersama di Terang Literasi.",,2026,Terang Literasi,https://drive.google.com/uc?export=download&id=1WJU6HaW4ONcggQiuZsdwD-D42SY__aWn,https://drive.google.com/uc?export=download&id=1Hw6WrEi2yRord9OG3Oadqh5tAVyLT9sf,,1,1,FALSE,FALSE,TRUE
42,Putri² rosulullah,Terang Literasi,Edukasi,PDF,Akses Terbuka,,,"Buku Putri² rosulullah adalah buku dengan kategori Edukasi. Buku ini ditulis oleh Terang Literasi. Buku ini dapat diunduh, dibaca dan didiskusikan bersama di Terang Literasi.",,2026,Terang Literasi,https://drive.google.com/uc?export=download&id=1M7bFrBCdczUCCp0K3e1bnKpV2vrCp__c,https://drive.google.com/uc?export=download&id=1SA2_3iV2ybdA0a-4-hIMSqABaqFyGrfK,,1,1,FALSE,FALSE,TRUE
43,Rasulullah Bermimpi Melihat Allah,Terang Literasi,Edukasi,PDF,Akses Terbuka,,,"Buku Rasulullah Bermimpi Melihat Allah adalah buku dengan kategori Edukasi. Buku ini ditulis oleh Terang Literasi. Buku ini dapat diunduh, dibaca dan didiskusikan bersama di Terang Literasi.",,2026,Terang Literasi,https://drive.google.com/uc?export=download&id=14-gtsamCwnJ85ifx1gr00gzHPX_QVLjA,https://drive.google.com/uc?export=download&id=1GcrWKPcAa8L33EjRedblNabWD_p9tgKs,,1,1,FALSE,FALSE,TRUE
44,Ramadhan Melatih Kesabaran,Terang Literasi,Edukasi,PDF,Akses Terbuka,,,"Buku Ramadhan Melatih Kesabaran adalah buku dengan kategori Edukasi. Buku ini ditulis oleh Terang Literasi. Buku ini dapat diunduh, dibaca dan didiskusikan bersama di Terang Literasi.",,2026,Terang Literasi,https://drive.google.com/uc?export=download&id=1t0smTuz6cS01eSvRcDPDgHoNF-qZmTV6,https://drive.google.com/uc?export=download&id=1zmqHfcutEHeAuhN8TCpEKKGG6xS0mYhA,,1,1,FALSE,FALSE,TRUE
45,Suara Sandal Bilal,Terang Literasi,Edukasi,PDF,Akses Terbuka,,,"Buku Suara Sandal Bilal adalah buku dengan kategori Edukasi. Buku ini ditulis oleh Terang Literasi. Buku ini dapat diunduh, dibaca dan didiskusikan bersama di Terang Literasi.",,2026,Terang Literasi,https://drive.google.com/uc?export=download&id=1E_mPoULLwQnzgBeDd8yGPtiMaDFMQGur,https://drive.google.com/uc?export=download&id=1vcdxT11ePC-usiljCEaXY7vfdKQZs-fI,,1,1,FALSE,FALSE,TRUE
46,Tunaikan Hak Para Sahabat,Terang Literasi,Edukasi,PDF,Akses Terbuka,,,"Buku Tunaikan Hak Para Sahabat adalah buku dengan kategori Edukasi. Buku ini ditulis oleh Terang Literasi. Buku ini dapat diunduh, dibaca dan didiskusikan bersama di Terang Literasi.",,2026,Terang Literasi,https://drive.google.com/uc?export=download&id=14OD4KGiBEqFO8TtTDMowG015Ffd_6aSD,https://drive.google.com/uc?export=download&id=1MlBsW0ef72fgKyUT_dlj0vzsUsvtprwc,,1,1,FALSE,FALSE,TRUE
47,Cara Mudah Memikat Hati Orang Lain - Dwi Suwiknyo,Terang Literasi,Fiksi & Populer,PDF,Akses Terbuka,,,"Buku Cara Mudah Memikat Hati Orang Lain - Dwi Suwiknyo adalah buku dengan kategori Fiksi & Populer. Buku ini ditulis oleh Terang Literasi. Buku ini dapat diunduh, dibaca dan didiskusikan bersama di Terang Literasi.",,2026,Terang Literasi,https://drive.google.com/uc?export=download&id=1EQ29AbySi9e7f1Xe-xwXEfPzf9vkWCgk,https://drive.google.com/uc?export=download&id=1llQUpn-nr-wREY5VGSs1c8EOwPYs8YF2,,1,1,FALSE,FALSE,TRUE
48,Cinta Nabi Muhammad SAW dan Tanda Tandanya Prof Dr Fadhi Ilahi,Terang Literasi,Edukasi,PDF,Akses Terbuka,,,"Buku Cinta Nabi Muhammad SAW dan Tanda Tandanya Prof Dr Fadhi Ilahi adalah buku dengan kategori Edukasi. Buku ini ditulis oleh Terang Literasi. Buku ini dapat diunduh, dibaca dan didiskusikan bersama di Terang Literasi.",,2026,Terang Literasi,https://drive.google.com/uc?export=download&id=1KdwY0T0of49iYRumqoArNBZltsclekgt,https://drive.google.com/uc?export=download&id=1T4YXDeKDwyZOl5Bmr0tavTZEo10P3RwA,,1,1,FALSE,FALSE,TRUE
49,Merdeka Sejak Hati - Ahmad Fuadi,Terang Literasi,Fiksi & Populer,PDF,Akses Terbuka,,,"Buku Merdeka Sejak Hati - Ahmad Fuadi adalah buku dengan kategori Fiksi & Populer. Buku ini ditulis oleh Terang Literasi. Buku ini dapat diunduh, dibaca dan didiskusikan bersama di Terang Literasi.",,2026,Terang Literasi,https://drive.google.com/uc?export=download&id=1DpQhIHtBntyISagvQSkSgPxzODuS6t7c,https://drive.google.com/uc?export=download&id=1jQQd5P-NMoSCAeIKd7s4S91lPGHGevdy,,1,1,FALSE,FALSE,TRUE
50,Kumpulan Kultum Terlengkap Sepanjang Tahun Jilid 2 Moh Abdul Kholiq,Terang Literasi,Edukasi,PDF,Akses Terbuka,,,"Buku Kumpulan Kultum Terlengkap Sepanjang Tahun Jilid 2 Moh Abdul Kholiq adalah buku dengan kategori Edukasi. Buku ini ditulis oleh Terang Literasi. Buku ini dapat diunduh, dibaca dan didiskusikan bersama di Terang Literasi.",,2026,Terang Literasi,https://drive.google.com/uc?export=download&id=1lm6lIAkn0BlR4-nO26X9jp2dBhFEOf2t,https://drive.google.com/uc?export=download&id=1AP8Q3A8yY_Mlcgckvi0fbXlvO_BfwWIG,,1,1,FALSE,FALSE,TRUE
51,Segala Sesuatu yang Perlu Anda Ketahui Tentang Filsafat Peter Gibson,Terang Literasi,Fiksi & Populer,PDF,Akses Terbuka,,,"Buku Segala Sesuatu yang Perlu Anda Ketahui Tentang Filsafat Peter Gibson adalah buku dengan kategori Fiksi & Populer. Buku ini ditulis oleh Terang Literasi. Buku ini dapat diunduh, dibaca dan didiskusikan bersama di Terang Literasi.",,2026,Terang Literasi,https://drive.google.com/uc?export=download&id=1AUuaZjjg9nQn-MC68oKfBURJp4-J3Rrd,https://drive.google.com/uc?export=download&id=1cyb_XY9fVB33ZyyJRih0tmt-M-mz4J6B,,1,1,FALSE,FALSE,TRUE
52,15 Faedah Menyambut Bulan Ramadhan Syaikh Muhammad Salih Al Munajjid,Terang Literasi,Edukasi,PDF,Akses Terbuka,,,"Buku 15 Faedah Menyambut Bulan Ramadhan Syaikh Muhammad Salih Al Munajjid adalah buku dengan kategori Edukasi. Buku ini ditulis oleh Terang Literasi. Buku ini dapat diunduh, dibaca dan didiskusikan bersama di Terang Literasi.",,2026,Terang Literasi,https://drive.google.com/uc?export=download&id=111-q31KqHhj5zpSqfkE90p1rzrRJ3lmG,https://drive.google.com/uc?export=download&id=1UcrsKDwy9CV2d4xBM8taSD8UETzze03g,,1,1,FALSE,FALSE,TRUE
53,Kumpulan Dongeng Klasik Aneka Kisah Memikat Dari Seluruh Dunia,Terang Literasi,Edukasi,PDF,Akses Terbuka,,,"Buku Kumpulan Dongeng Klasik Aneka Kisah Memikat Dari Seluruh Dunia adalah buku dengan kategori Edukasi. Buku ini ditulis oleh Terang Literasi. Buku ini dapat diunduh, dibaca dan didiskusikan bersama di Terang Literasi.",,2026,Terang Literasi,https://drive.google.com/uc?export=download&id=1LISkX7iVz5RofhNp93oxQXUQ7f1n7gVJ,https://drive.google.com/uc?export=download&id=1K1xiPocICiedIIx9INnV2DsWojV5WvES,,1,1,FALSE,FALSE,TRUE
54,Jangan Pusingkan Omongan Orang - Fitri Handayani,Terang Literasi,Edukasi,PDF,Akses Terbuka,,,"Buku Jangan Pusingkan Omongan Orang - Fitri Handayani adalah buku dengan kategori Edukasi. Buku ini ditulis oleh Terang Literasi. Buku ini dapat diunduh, dibaca dan didiskusikan bersama di Terang Literasi.",,2026,Terang Literasi,https://drive.google.com/uc?export=download&id=1k5LZQ_-x_RsuriSpcup__vb-QME-R9Bx,https://drive.google.com/uc?export=download&id=1Ql4TW7ru8hNe_OXViDEweWWdpFgOz6KD,,1,1,FALSE,FALSE,TRUE
55,Kumpulan Khutbah Sholat Jumat dan Ied Majelis Ulama Indonesia,Terang Literasi,Edukasi,PDF,Akses Terbuka,,,"Buku Kumpulan Khutbah Sholat Jumat dan Ied Majelis Ulama Indonesia adalah buku dengan kategori Edukasi. Buku ini ditulis oleh Terang Literasi. Buku ini dapat diunduh, dibaca dan didiskusikan bersama di Terang Literasi.",,2026,Terang Literasi,https://drive.google.com/uc?export=download&id=1FbTRO2HLerUUEilK1SrQZAWgk7wqA5eS,https://drive.google.com/uc?export=download&id=17N8PTB4O_S18RDi6UbcrSN1Q5tR4H5xf,,1,1,FALSE,FALSE,TRUE
56,Majalah Alwaie - Edisi Ramadhan Bulan Alquran,Terang Literasi,Edukasi,PDF,Akses Terbuka,,,"Buku Majalah Alwaie - Edisi Ramadhan Bulan Alquran adalah buku dengan kategori Edukasi. Buku ini ditulis oleh Terang Literasi. Buku ini dapat diunduh, dibaca dan didiskusikan bersama di Terang Literasi.",,2026,Terang Literasi,https://drive.google.com/uc?export=download&id=1o5gCm7JkD-JeMVNVVAySoxZ9IBfDMunX,https://drive.google.com/uc?export=download&id=1WAVHVTNxaMEXA4Y3BJsCfTgwc66SmhrT,,1,1,FALSE,FALSE,TRUE
57,Panduan Lengkap Puasa Ramadhan Menurut Alquran dan Sunnah Yusuf,Terang Literasi,Edukasi,PDF,Akses Terbuka,,,"Buku Panduan Lengkap Puasa Ramadhan Menurut Alquran dan Sunnah Yusuf adalah buku dengan kategori Edukasi. Buku ini ditulis oleh Terang Literasi. Buku ini dapat diunduh, dibaca dan didiskusikan bersama di Terang Literasi.",,2026,Terang Literasi,https://drive.google.com/uc?export=download&id=1ZVxSPiTpppcoJTwLSd6sWR0hpzqBevyJ,https://drive.google.com/uc?export=download&id=1RE0vn4JvRRueiU7MsG83uVudxh735Wb3,,1,1,FALSE,FALSE,TRUE
58,Kisah-Kisah Alquran Prof. Dr. Mahmud Al Dausary,Terang Literasi,Edukasi,PDF,Akses Terbuka,,,"Buku Kisah-Kisah Alquran Prof. Dr. Mahmud Al Dausary adalah buku dengan kategori Edukasi. Buku ini ditulis oleh Terang Literasi. Buku ini dapat diunduh, dibaca dan didiskusikan bersama di Terang Literasi.",,2026,Terang Literasi,https://drive.google.com/uc?export=download&id=16_dQ9VLnhEUvZ74WM0owGHpjvTyNB3bv,https://drive.google.com/uc?export=download&id=1xPEcDT-TX_84iHJ3TyOHsbAaAuB0kQCY,,1,1,FALSE,FALSE,TRUE
59,Ramadhan Sempurna! - Abdul Hafiz Romain Arif,Terang Literasi,Edukasi,PDF,Akses Terbuka,,,"Buku Ramadhan Sempurna! - Abdul Hafiz Romain Arif adalah buku dengan kategori Edukasi. Buku ini ditulis oleh Terang Literasi. Buku ini dapat diunduh, dibaca dan didiskusikan bersama di Terang Literasi.",,2026,Terang Literasi,https://drive.google.com/uc?export=download&id=1HYeEGOBBXgXsGPaF9vLXrC35lKWlTTJP,https://drive.google.com/uc?export=download&id=1GsX3qLdRSg27xa8LZn6JAu9p2IIOBHQ5,,1,1,FALSE,FALSE,TRUE
60,Ramadhan Mubarak Panduan Ibadah Ramadhan Penuh Berkah Wahdah Islamiyah,Terang Literasi,Edukasi,PDF,Akses Terbuka,,,"Buku Ramadhan Mubarak Panduan Ibadah Ramadhan Penuh Berkah Wahdah Islamiyah adalah buku dengan kategori Edukasi. Buku ini ditulis oleh Terang Literasi. Buku ini dapat diunduh, dibaca dan didiskusikan bersama di Terang Literasi.",,2026,Terang Literasi,https://drive.google.com/uc?export=download&id=1-mn-D9YHt-ZhDkGBheCAvuB-kny7cST-,https://drive.google.com/uc?export=download&id=1j53OHoG7w8KxYzCCLH-fZOpxhnB11Z3c,,1,1,FALSE,FALSE,TRUE
61,Tokoh Nyata yang Menginspirasi One Piece dan Berhubungan dengan islam,Terang Literasi,Edukasi,PDF,Akses Terbuka,,,"Buku Tokoh Nyata yang Menginspirasi One Piece dan Berhubungan dengan islam adalah buku dengan kategori Edukasi. Buku ini ditulis oleh Terang Literasi. Buku ini dapat diunduh, dibaca dan didiskusikan bersama di Terang Literasi.",,2026,Terang Literasi,https://drive.google.com/uc?export=download&id=1Cyow4Rp1_qNQhImnwPPA9SofIxuEvZxd,https://drive.google.com/uc?export=download&id=17TWRNlp94KZPny9r2xUF9MzqxAA8n0Y6,,1,1,FALSE,FALSE,TRUE
62,Rumah Tangga Nabi Muhammad SAW - Al Hamid Al Husaini,Terang Literasi,Edukasi,PDF,Akses Terbuka,,,"Buku Rumah Tangga Nabi Muhammad SAW - Al Hamid Al Husaini adalah buku dengan kategori Edukasi. Buku ini ditulis oleh Terang Literasi. Buku ini dapat diunduh, dibaca dan didiskusikan bersama di Terang Literasi.",,2026,Terang Literasi,https://drive.google.com/uc?export=download&id=1iSyXLH6FNs-p8_XXUsxenlBmqar46lMT,https://drive.google.com/uc?export=download&id=1r1WQTONjsTEcdB5wCd855q8ZBwPYhISc,,1,1,FALSE,FALSE,TRUE
63,Naskah Akademik Pembelajaran Mendalam - Kemdikdasmen RI,Terang Literasi,Fiksi & Populer,PDF,Akses Terbuka,,,"Buku Naskah Akademik Pembelajaran Mendalam - Kemdikdasmen RI adalah buku dengan kategori Fiksi & Populer. Buku ini ditulis oleh Terang Literasi. Buku ini dapat diunduh, dibaca dan didiskusikan bersama di Terang Literasi.",,2026,Terang Literasi,https://drive.google.com/uc?export=download&id=1yXXQmc5pM9ROE50IFuj6xNkJejkvHNkP,https://drive.google.com/uc?export=download&id=1zRbvYDP8wIOqPHE7s6AyWh6Tqt_5Mxsy,,1,1,FALSE,FALSE,TRUE
64,Bicara Hati Heart Talk Kearifan Puitis Untuk Kehidupan Cleo Wade,Terang Literasi,Fiksi & Populer,PDF,Akses Terbuka,,,"Buku Bicara Hati Heart Talk Kearifan Puitis Untuk Kehidupan Cleo Wade adalah buku dengan kategori Fiksi & Populer. Buku ini ditulis oleh Terang Literasi. Buku ini dapat diunduh, dibaca dan didiskusikan bersama di Terang Literasi.",,2026,Terang Literasi,https://drive.google.com/uc?export=download&id=1_VWQPcyIdKlcRLKsMWHN6tfj00Fk6TLP,https://drive.google.com/uc?export=download&id=198GdsByVQa3jMLq-PInKOssDlYvwmIx1,,1,1,FALSE,FALSE,TRUE
65,Jangan Sampai Ada Dan Tiadamu Di Dunia Ini Tak Ada Bedanya Ahmad,Terang Literasi,Edukasi,PDF,Akses Terbuka,,,"Buku Jangan Sampai Ada Dan Tiadamu Di Dunia Ini Tak Ada Bedanya Ahmad adalah buku dengan kategori Edukasi. Buku ini ditulis oleh Terang Literasi. Buku ini dapat diunduh, dibaca dan didiskusikan bersama di Terang Literasi.",,2026,Terang Literasi,https://drive.google.com/uc?export=download&id=1xQy4QVJ2LYO0kRzgxjmA7o8lOH_jQOZr,https://drive.google.com/uc?export=download&id=1o5KWHYhDaKt-0x30UaGft8gP3Xg1ieyG,,1,1,FALSE,FALSE,TRUE
66,Sejarah Pemikiran Ekonomi Islam - Andi Triyawan,Terang Literasi,Fiksi & Populer,PDF,Akses Terbuka,,,"Buku Sejarah Pemikiran Ekonomi Islam - Andi Triyawan adalah buku dengan kategori Fiksi & Populer. Buku ini ditulis oleh Terang Literasi. Buku ini dapat diunduh, dibaca dan didiskusikan bersama di Terang Literasi.",,2026,Terang Literasi,https://drive.google.com/uc?export=download&id=1yP0Pm7OK2Zm1RdYxg1uSKXpCM-GYo_Fy,https://drive.google.com/uc?export=download&id=1crj6FCQGqxftWJlEV7ClD0Vx7E6EjZNG,,1,1,FALSE,FALSE,TRUE
67,Materi Ceramah Ramadhan Forum Dakwah dan Tarbiyah Islamiyah,Terang Literasi,Edukasi,PDF,Akses Terbuka,,,"Buku Materi Ceramah Ramadhan Forum Dakwah dan Tarbiyah Islamiyah adalah buku dengan kategori Edukasi. Buku ini ditulis oleh Terang Literasi. Buku ini dapat diunduh, dibaca dan didiskusikan bersama di Terang Literasi.",,2026,Terang Literasi,https://drive.google.com/uc?export=download&id=1fdMnHW9sWU7Wrz1O37iMfkiiRNN9ec91,https://drive.google.com/uc?export=download&id=15cc2bIJGaZ1Ny7NtJoY4LaaG7i5mZjR_,,1,1,FALSE,FALSE,TRUE
68,Risalah_Ahlus_Sunnah_Wal_Jamaah_Hadratus_Syaikh_Hasyim_Asyari,Terang Literasi,Edukasi,PDF,Akses Terbuka,,,"Buku Risalah_Ahlus_Sunnah_Wal_Jamaah_Hadratus_Syaikh_Hasyim_Asyari adalah buku dengan kategori Edukasi. Buku ini ditulis oleh Terang Literasi. Buku ini dapat diunduh, dibaca dan didiskusikan bersama di Terang Literasi.",,2026,Terang Literasi,https://drive.google.com/uc?export=download&id=1dZSSMUA5G6pjb4HDRnjwPfVxevXGeuEZ,https://drive.google.com/uc?export=download&id=1J6cPaGFW0jci8SQHZkHe6pXJBAqVOy9u,,1,1,FALSE,FALSE,TRUE
69,Fikih Sehari-Hari - Ustadz Ahmad Sarwat Lc,Terang Literasi,Edukasi,PDF,Akses Terbuka,,,"Buku Fikih Sehari-Hari - Ustadz Ahmad Sarwat Lc adalah buku dengan kategori Edukasi. Buku ini ditulis oleh Terang Literasi. Buku ini dapat diunduh, dibaca dan didiskusikan bersama di Terang Literasi.",,2026,Terang Literasi,https://drive.google.com/uc?export=download&id=1RlsECRrQxTxWoUGjmlvdK1MES9rn_L4R,https://drive.google.com/uc?export=download&id=1zLoAvrbdD-i6KceBPYF9DBJ8b-AA0pvu,,1,1,FALSE,FALSE,TRUE
70,Fiqih Puasa Dalam Madzhab Syafii - Abu Syuja Al Ashfahani,Terang Literasi,Edukasi,PDF,Akses Terbuka,,,"Buku Fiqih Puasa Dalam Madzhab Syafii - Abu Syuja Al Ashfahani adalah buku dengan kategori Edukasi. Buku ini ditulis oleh Terang Literasi. Buku ini dapat diunduh, dibaca dan didiskusikan bersama di Terang Literasi.",,2026,Terang Literasi,https://drive.google.com/uc?export=download&id=1hMSqP5Er4xIEx1Ahgo9Uz67eRPTD72y6,https://drive.google.com/uc?export=download&id=1O4cqyuxv7oMOfiUYITDSMlVxCHJS_FCB,,1,1,FALSE,FALSE,TRUE
71,Keutamaan Malam Nishfu Sya_ban - Hanif Luthfi,Terang Literasi,Edukasi,PDF,Akses Terbuka,,,"Buku Keutamaan Malam Nishfu Sya_ban - Hanif Luthfi adalah buku dengan kategori Edukasi. Buku ini ditulis oleh Terang Literasi. Buku ini dapat diunduh, dibaca dan didiskusikan bersama di Terang Literasi.",,2026,Terang Literasi,https://drive.google.com/uc?export=download&id=12XRxSY8IwUtZVE20-FiHKjJIs6Mn1vlH,https://drive.google.com/uc?export=download&id=1N2MQPWVHIeLDpYgTarFzLaH3NdnRS5Nw,,1,1,FALSE,FALSE,TRUE
72,Fikih Makanan dan Minuman Kontemporer - Agus Hermanto,Terang Literasi,Edukasi,PDF,Akses Terbuka,,,"Buku Fikih Makanan dan Minuman Kontemporer - Agus Hermanto adalah buku dengan kategori Edukasi. Buku ini ditulis oleh Terang Literasi. Buku ini dapat diunduh, dibaca dan didiskusikan bersama di Terang Literasi.",,2026,Terang Literasi,https://drive.google.com/uc?export=download&id=1ixhcMBkhwR6WCBG2px5R5qMRXDJSmZKb,https://drive.google.com/uc?export=download&id=1Totkewk0His7d93eIZqHMvGlPP3QTUBF,,1,1,FALSE,FALSE,TRUE
73,101 Riwayat Tentang Adab Menuntut Ilmu - Muhammad Rezki,Terang Literasi,Edukasi,PDF,Akses Terbuka,,,"Buku 101 Riwayat Tentang Adab Menuntut Ilmu - Muhammad Rezki adalah buku dengan kategori Edukasi. Buku ini ditulis oleh Terang Literasi. Buku ini dapat diunduh, dibaca dan didiskusikan bersama di Terang Literasi.",,2026,Terang Literasi,https://drive.google.com/uc?export=download&id=1FQhNQAqytGIL23U3lkbJ3bcAbCz8-4Zy,https://drive.google.com/uc?export=download&id=184k2euxjF9FLEVm6bDEOjQp_vvXseOCS,,1,1,FALSE,FALSE,TRUE
74,Berteman karena Allah - Cerita Muslim Indonesia,Terang Literasi,Edukasi,PDF,Akses Terbuka,,,"Buku Berteman karena Allah - Cerita Muslim Indonesia adalah buku dengan kategori Edukasi. Buku ini ditulis oleh Terang Literasi. Buku ini dapat diunduh, dibaca dan didiskusikan bersama di Terang Literasi.",,2026,Terang Literasi,https://drive.google.com/uc?export=download&id=1uzW2E6Ah99xU-ZIiAYHyiPomkuSMfl3_,https://drive.google.com/uc?export=download&id=1PghRUFElhLOE8b7IubYOgveulD6Hd-7d,,1,1,FALSE,FALSE,TRUE
75,Buku Panduan Ibadah Ramadhan - Annisa Nurul Hasanah,Terang Literasi,Edukasi,PDF,Akses Terbuka,,,"Buku Buku Panduan Ibadah Ramadhan - Annisa Nurul Hasanah adalah buku dengan kategori Edukasi. Buku ini ditulis oleh Terang Literasi. Buku ini dapat diunduh, dibaca dan didiskusikan bersama di Terang Literasi.",,2026,Terang Literasi,https://drive.google.com/uc?export=download&id=1zunMbAYxkfUp0rJgfo2c_-oyPJ8jTM6u,https://drive.google.com/uc?export=download&id=18JAE9-CaPfgC271E6EE3s4pm-RmexDox,,1,1,FALSE,FALSE,TRUE
76,Dzikir Pagi - Pustaka Alquran Indonesia,Terang Literasi,Edukasi,PDF,Akses Terbuka,,,"Buku Dzikir Pagi - Pustaka Alquran Indonesia adalah buku dengan kategori Edukasi. Buku ini ditulis oleh Terang Literasi. Buku ini dapat diunduh, dibaca dan didiskusikan bersama di Terang Literasi.",,2026,Terang Literasi,https://drive.google.com/uc?export=download&id=17KpbWG83-Mbjs-CL2j1hfHktfB4eYgW7,https://drive.google.com/uc?export=download&id=17B0jBymxAfXUgTje9rvzQVuSzbJuvYr_,,1,1,FALSE,FALSE,TRUE
77,Dzikir Petang - Pustaka Alquran Indonesia,Terang Literasi,Edukasi,PDF,Akses Terbuka,,,"Buku Dzikir Petang - Pustaka Alquran Indonesia adalah buku dengan kategori Edukasi. Buku ini ditulis oleh Terang Literasi. Buku ini dapat diunduh, dibaca dan didiskusikan bersama di Terang Literasi.",,2026,Terang Literasi,https://drive.google.com/uc?export=download&id=19D_qqQE8SS2yF4bY4Bdu56cyQLduTt1B,https://drive.google.com/uc?export=download&id=1zZiR0dsuZWtfFrgxt6mwNOIgIwvxz7j6,,1,1,FALSE,FALSE,TRUE
78,Seni Kebiasaan Membangun Jalan Sukses Anda - Novia Dewi,Terang Literasi,Fiksi & Populer,PDF,Akses Terbuka,,,"Buku Seni Kebiasaan Membangun Jalan Sukses Anda - Novia Dewi adalah buku dengan kategori Fiksi & Populer. Buku ini ditulis oleh Terang Literasi. Buku ini dapat diunduh, dibaca dan didiskusikan bersama di Terang Literasi.",,2026,Terang Literasi,https://drive.google.com/uc?export=download&id=1XN2idfI_j5nj8Yc8suw0JEkTxfWAI833,https://drive.google.com/uc?export=download&id=1Ou9p5ibLNXfq6oPK0q9ZZGjH15vWtEaJ,,1,1,FALSE,FALSE,TRUE
79,Aku Kartini,Terang Literasi,Edukasi,PDF,Akses Terbuka,,,"Buku Aku Kartini adalah buku dengan kategori Edukasi. Buku ini ditulis oleh Terang Literasi. Buku ini dapat diunduh, dibaca dan didiskusikan bersama di Terang Literasi.",,2026,Terang Literasi,https://drive.google.com/uc?export=download&id=1SW7WLH2CpCJczRdutQTu807iefHJFhFh,https://drive.google.com/uc?export=download&id=1RkSxgfmoUOB01VnjsxGuudqR200WAmtM,,1,1,FALSE,FALSE,TRUE
80,Berani Jujur Yuk!,Terang Literasi,Edukasi,PDF,Akses Terbuka,,,"Buku Berani Jujur Yuk! adalah buku dengan kategori Edukasi. Buku ini ditulis oleh Terang Literasi. Buku ini dapat diunduh, dibaca dan didiskusikan bersama di Terang Literasi.",,2026,Terang Literasi,https://drive.google.com/uc?export=download&id=1kYk2gk_xRBffNYRXKHGwMzM_tDWjDOcv,https://drive.google.com/uc?export=download&id=1LWTNeuesBtQV_CneFyH4KkhKrAewz42G,,1,1,FALSE,FALSE,TRUE
81,Dari Berburu ke Internet Lompatan Budaya Masyarakat Alor,Terang Literasi,Fiksi & Populer,PDF,Akses Terbuka,,,"Buku Dari Berburu ke Internet Lompatan Budaya Masyarakat Alor adalah buku dengan kategori Fiksi & Populer. Buku ini ditulis oleh Terang Literasi. Buku ini dapat diunduh, dibaca dan didiskusikan bersama di Terang Literasi.",,2026,Terang Literasi,https://drive.google.com/uc?export=download&id=1sqxUplNNd62BV_aJyKL3iPk0p21ePWlE,https://drive.google.com/uc?export=download&id=1OPoN3NuX8G4iP2DW-wluvRzOY2VEZgQ4,,1,1,FALSE,FALSE,TRUE
82,Dolanan Kekeyan (Bermain Gasing),Terang Literasi,Edukasi,PDF,Akses Terbuka,,,"Buku Dolanan Kekeyan (Bermain Gasing) adalah buku dengan kategori Edukasi. Buku ini ditulis oleh Terang Literasi. Buku ini dapat diunduh, dibaca dan didiskusikan bersama di Terang Literasi.",,2026,Terang Literasi,https://drive.google.com/uc?export=download&id=1Y66mKHw-cTi5e66nd65fLwI39tTJA9Mt,https://drive.google.com/uc?export=download&id=1b6l8TFm5X6k4xwMHTWEAbe89_4fSBgb2,,1,1,FALSE,FALSE,TRUE
83,Gagak Berisik,Terang Literasi,Edukasi,PDF,Akses Terbuka,,,"Buku Gagak Berisik adalah buku dengan kategori Edukasi. Buku ini ditulis oleh Terang Literasi. Buku ini dapat diunduh, dibaca dan didiskusikan bersama di Terang Literasi.",,2026,Terang Literasi,https://drive.google.com/uc?export=download&id=1HGCyeF52_nxCfJbJfoJp-XFsM7r4gS8g,https://drive.google.com/uc?export=download&id=15ktc4DqbU2DGK-dPS7rKm0grWVRuhypg,,1,1,FALSE,FALSE,TRUE
84,Jas Hujan Merah,Terang Literasi,Edukasi,PDF,Akses Terbuka,,,"Buku Jas Hujan Merah adalah buku dengan kategori Edukasi. Buku ini ditulis oleh Terang Literasi. Buku ini dapat diunduh, dibaca dan didiskusikan bersama di Terang Literasi.",,2026,Terang Literasi,https://drive.google.com/uc?export=download&id=1a_DqrMB3lYHWUXwEGLKusIIqHAAuUYqH,https://drive.google.com/uc?export=download&id=1O6TuxD04iHC3-FzL_Cg6rh7aw9_O0ZsN,,1,1,FALSE,FALSE,TRUE
85,Kolam Ikan Milik Kakek,Terang Literasi,Edukasi,PDF,Akses Terbuka,,,"Buku Kolam Ikan Milik Kakek adalah buku dengan kategori Edukasi. Buku ini ditulis oleh Terang Literasi. Buku ini dapat diunduh, dibaca dan didiskusikan bersama di Terang Literasi.",,2026,Terang Literasi,https://drive.google.com/uc?export=download&id=1YpHjl4lBubwVOpKlmTm4k0GNSTeZoS2i,https://drive.google.com/uc?export=download&id=1-g93diITOpTUdf5W4hp6fYQ1w7ICmc3f,,1,1,FALSE,FALSE,TRUE
